시장명,시장유형,시장개설주기,취급품목,지역,상호명,업종대분류,업종중분류,업종소분류,도로명주소,거리(m),상가업소번호,경도,위도
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,가야뜰,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 진남로 6-1,122.8,MA010120220807906813,127.72874657699,34.7428861721471
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,가을커피숍,음식,비알코올 ,카페,전라남도 여수시 좌수영로 12-1,64.4,MA010120220804773497,127.728089284759,34.7414027999176
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,갑순이네,소매,식료품 소매,반찬/식료품 소매업,전라남도 여수시 서교4길 2,40.3,MA010120220804922927,127.728297935944,34.7415367618107
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,거북선통닭,소매,식료품 소매,정육점,전라남도 여수시 서교6길 10-1,55.3,MA010120220803537310,127.729078267744,34.7421089864811
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,건강의료기,소매,의약·화장품 소매,의료기기 소매업,전라남도 여수시 좌수영로 28,114.2,MA010120220807920697,127.72834168943,34.7427894406308
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,경기상회,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 서교4길 9-5,39.2,MA010120220807909871,127.729030948246,34.7416946275772
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,경산장의,수리·개인,장례식장 ,장례식장,전라남도 여수시 좌수영로 16-6,0.0,MA010120220809638904,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,경화찻집,음식,비알코올 ,카페,전라남도 여수시 서교4길 10-3,46.1,MA010120220812427465,127.728941615131,34.7414698132679
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,고은패션,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807913350,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,공한약국,소매,의약·화장품 소매,약국,전라남도 여수시 충무5길 14,113.0,MA010120220807910778,127.729723694319,34.7422403304289
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,관혼상제,음식,기타 간이,그 외 기타 간이 음식점,전라남도 여수시 서교4길 2,40.3,MA010120220807913233,127.728297935944,34.7415367618107
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,구봉국수,음식,한식,국수/칼국수,전라남도 여수시 좌수영로 18-4,41.4,MA010120220812546899,127.728258451243,34.7420147378413
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,그날찻집,음식,한식,백반/한정식,전라남도 여수시 좌수영로 16-6,0.0,MA0106202601A2007924,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,그린씽크,소매,가구 소매,가구 소매업,전라남도 여수시 충무3길 13,136.7,MA010120220807909166,127.729932963173,34.7412024710196
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,그린장여관,숙박,일반 숙박,여관/모텔,전라남도 여수시 서교3길 6,113.6,MA010120220807926252,127.727434686116,34.7414698091767
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,금창란제리,소매,섬유·의복·신발 소매,기타 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807909972,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,김밥세상,음식,기타 간이,김밥/만두/분식,전라남도 여수시 좌수영로 21-1,105.4,MA0101202303A0054815,127.72778171835,34.7424412437146
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,김연희헤어트랜드,수리·개인,이용·미용,미용실,전라남도 여수시 충무3길 14-1,119.7,MA010120220807916930,127.729803042903,34.741329445044
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,꾀꼬리미용실,수리·개인,이용·미용,미용실,전라남도 여수시 좌수영로 13,92.7,MA010120220807931903,127.727632259156,34.7415858104585
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,남면실내포장마차,음식,주점,요리 주점,전라남도 여수시 서교연등천길 23,86.5,MA010120220807915754,127.729092275406,34.7424604470462
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,남해떡집,음식,기타 간이,떡/한과,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807914390,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,놀다가,음식,한식,백반/한정식,전라남도 여수시 좌수영로 12-1,64.4,MA0101202409A0051789,127.728089284759,34.7414027999176
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,뉴진남유통,소매,종합 소매,슈퍼마켓,전라남도 여수시 서교7길 5-2,119.7,MA010120220812537740,127.72744163886,34.7422629962412
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,늘고운미용실,수리·개인,이용·미용,미용실,전라남도 여수시 서교6길 5,61.0,MA010120220807909672,127.728457688245,34.7423200209685
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,늘고은,음식,한식,백반/한정식,전라남도 여수시 서교6길 8,40.9,MA010120220814137042,127.728750926655,34.7421379874897
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,다니엘수선,수리·개인,기타 가정용품 수리,의류/이불 수선업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220806520504,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,다모아숙녀복,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807914389,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,다올슈즈,소매,섬유·의복·신발 소매,신발 소매업,전라남도 여수시 서교2길 5-2,51.6,MA010120220807856604,127.728438224248,34.7413466296394
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,다원찻집,음식,비알코올 ,카페,전라남도 여수시 서교연등천길 23,86.5,MA010120220813501639,127.729092275406,34.7424604470462
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,단비네수선,수리·개인,기타 가정용품 수리,의류/이불 수선업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220808260409,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,대도건어물,소매,식료품 소매,건어물/젓갈 소매업,전라남도 여수시 좌수영로 14-2,49.6,MA010120220806642569,127.728134543192,34.7415828085743
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,대동목욕탕,수리·개인,욕탕·신체관리,목욕탕/사우나,전라남도 여수시 진남로 16,141.4,MA010120220807929646,127.729705818533,34.7426911354724
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,대동미용실,수리·개인,이용·미용,미용실,전라남도 여수시 진남로 16,141.4,MA010120220807929590,127.729705818533,34.7426911354724
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,대동이용업,수리·개인,이용·미용,미용실,전라남도 여수시 진남로 16,141.4,MA010120220807909129,127.729705818533,34.7426911354724
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,대명,음식,주점,일반 유흥 주점,전라남도 여수시 충무5길 9-4,115.7,MA0101202307A0107085,127.729863267036,34.7419690753045
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,대성수산,소매,식료품 소매,수산물 소매업,전라남도 여수시 서교6길 6-4,41.1,MA010120220807907449,127.728609134169,34.7421568637616
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,더설렘,소매,중고 상품 소매,중고 상품 소매업,전라남도 여수시 충무5길 9-4,115.7,MA0101202311A0093756,127.729863267036,34.7419690753045
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,덕양곱창,음식,한식,곱창 전골/구이,전라남도 여수시 서교6길 6-7,33.1,MA010120220800103427,127.728531986974,34.7420761996268
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,덕양떡집,음식,기타 간이,떡/한과,전라남도 여수시 서교연등천길 15-3,31.1,MA010120220807907694,127.728955542884,34.7418122604075
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,돌산아나고,음식,한식,횟집,전라남도 여수시 진남로 6-5,99.1,MA010120220802956814,127.728766516033,34.742669717821
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,돌산족발,음식,주점,요리 주점,전라남도 여수시 서교4길 8-3,34.8,MA010120220807926997,127.728690552653,34.7414803296163
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,돌핀스,소매,섬유·의복·신발 소매,가방 소매업,전라남도 여수시 서교연등천길 11,51.2,MA010120220807929635,127.728897225837,34.7413889532884
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,동춘족발식당,음식,한식,족발/보쌈,전라남도 여수시 서교4길 10,38.1,MA010120220807940951,127.728777827119,34.7414707934533
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,땅콩찻집,음식,한식,백반/한정식,전라남도 여수시 좌수영로 16-6,0.0,MA0106202508A0480513,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,또와,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807911278,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,만남곱창,음식,한식,곱창 전골/구이,전라남도 여수시 서교연등천길 15-6,38.9,MA010120220800893647,127.729000328359,34.7419381877875
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,만남찻집,음식,비알코올 ,카페,전라남도 여수시 서교6길 5,61.0,MA0101202306A0020237,127.728457688245,34.7423200209685
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,만두먹고찐빵먹고,음식,기타 간이,김밥/만두/분식,전라남도 여수시 좌수영로 22-1,77.0,MA0101202406A0381525,127.728251012262,34.7424113965716
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,만복상회,소매,식료품 소매,채소/과일 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220812487057,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,망고찻집,음식,비알코올 ,카페,전라남도 여수시 좌수영로 16-6,0.0,MA010120220806364759,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,명동수제화,소매,섬유·의복·신발 소매,신발 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220812198623,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,명성족발,음식,한식,족발/보쌈,전라남도 여수시 서교4길 6-3,35.4,MA0101202501A0037205,127.728450488423,34.7414997936272
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,명품튀김호떡,음식,한식,백반/한정식,전라남도 여수시 좌수영로 12-5,66.6,MA0106202507A1252473,127.728132407957,34.7413394443827
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,모란소주방,음식,한식,백반/한정식,전라남도 여수시 서교2길 9,42.5,MA0101202406A0096353,127.728679000314,34.7414082870463
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,모아,소매,섬유·의복·신발 소매,기타 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807924749,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,모이자분식,음식,기타 간이,김밥/만두/분식,전라남도 여수시 진남로 16,141.4,MA010120220806797077,127.729705818533,34.7426911354724
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,모자천국,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,전라남도 여수시 서교연등천길 11,49.3,MA0101202305A0183419,127.728853549077,34.7413892146763
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,무성닭집,소매,식료품 소매,반찬/식료품 소매업,전라남도 여수시 서교6길 6,46.3,MA010120220807017335,127.728434583732,34.7421759357998
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,미도김밥,음식,기타 간이,김밥/만두/분식,전라남도 여수시 좌수영로 16,47.0,MA010120220807932128,127.728124335714,34.7416639952498
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,미미패션,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220806303607,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,미소,음식,한식,백반/한정식,전라남도 여수시 서교6길 5-16,85.3,MA0101202505A0075035,127.728678132271,34.742553065189
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,미인,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 좌수영로 26-1,103.8,MA010120220807917828,127.728329899867,34.7426903575826
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,미인나라스포츠,소매,섬유·의복·신발 소매,기타 의류 소매업,전라남도 여수시 한재로 184,146.7,MA010120220807909841,127.72763224607,34.7428297371048
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,미인종합화장품,소매,의약·화장품 소매,화장품 소매업,전라남도 여수시 서교2길 3-2,61.6,MA010120220807905803,127.728252360803,34.7413206992634
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,믿음원단,소매,섬유·의복·신발 소매,실/섬유제품 소매업,전라남도 여수시 서교6길 5-2,54.1,MA010120220807923681,127.72863200156,34.7422739084349
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,박영림아귀찜.탕,음식,한식,해산물 구이/찜,전라남도 여수시 서교6길 3,64.4,MA010120220807439579,127.728370412846,34.7423295569123
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,밝은여수안경,소매,안경·정밀기기 소매,안경렌즈 소매업,전라남도 여수시 좌수영로 25,132.3,MA0101202305A0155661,127.727762567241,34.7427478327937
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,밝은영양제,소매,식료품 소매,건강보조식품 소매업,전라남도 여수시 좌수영로 25,132.3,MA010120220809896391,127.727762567241,34.7427478327937
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,백번해장국,음식,한식,국/탕/찌개류,전라남도 여수시 서교연등천길 25,106.6,MA010120220807905572,127.729126696467,34.7426495341216
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,백약국,소매,의약·화장품 소매,약국,전라남도 여수시 좌수영로 25,132.3,MA010120220812270638,127.727762567241,34.7427478327937
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,버팔로,소매,섬유·의복·신발 소매,기타 의류 소매업,전라남도 여수시 서교2길 7,50.1,MA010120220807920787,127.728503739361,34.7413462377756
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,베다니수선,수리·개인,기타 가정용품 수리,의류/이불 수선업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220808263042,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,베드레숙녀복,소매,섬유·의복·신발 소매,기타 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807909784,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,베스트즉석빵,음식,기타 간이,빵/도넛,전라남도 여수시 좌수영로 22,70.4,MA0106202601A1251108,127.72823946016,34.7423393539677
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,벧엘미용실,수리·개인,이용·미용,미용실,전라남도 여수시 충무3길 16-2,94.5,MA010120220807919470,127.729409160193,34.7412416650282
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,별미식당,음식,한식,백반/한정식,전라남도 여수시 서교4길 6-2,36.4,MA010120220807905460,127.728406890713,34.7415090683435
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,보라한복,시설관리·임대,가정용품 대여,의류 대여업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807723448,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,보물섬,소매,가전·통신 소매,핸드폰 소매업,전라남도 여수시 좌수영로 19-1,90.3,MA010120220811766510,127.727790819572,34.7422338682403
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,부림상회,소매,섬유·의복·신발 소매,기타 의류 소매업,전라남도 여수시 좌수영로 16-3,40.9,MA010120220813583749,127.728169040762,34.7417809094672
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,비치숯불왕갈비,음식,한식,돼지고기 구이/찜,전라남도 여수시 충무5길 12-1,122.8,MA010120220807912177,127.729822285092,34.7422757955056
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,비치쌈밥,음식,한식,백반/한정식,전라남도 여수시 서교연등천길 27,115.6,MA010120220807912504,127.72917100748,34.7427213805049
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,비타민,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220807905840,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,빵그레맛쥬,음식,기타 간이,빵/도넛,전라남도 여수시 좌수영로 16-9,38.0,MA010120220804603037,127.728233448899,34.741654328912
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,사계절미용실,수리·개인,이용·미용,미용실,전라남도 여수시 좌수영로 24,79.4,MA010120220807931943,127.728284086648,34.7424472546365
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,사랑아구찜,음식,한식,해산물 구이/찜,전라남도 여수시 충무4길 9,140.7,MA010120220808767679,127.730156104558,34.7417419710646
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,사랑침구,소매,섬유·의복·신발 소매,침구류/커튼 소매업,전라남도 여수시 서교연등천길 15-9,42.1,MA010120220807912447,127.729065289633,34.7418747012131
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,산들네,음식,한식,백반/한정식,전라남도 여수시 서교4길 9-6,38.6,MA0101202306A0007111,127.729008793073,34.7416587043521
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,산들네,음식,주점,요리 주점,전라남도 여수시 서교4길 9-1,33.8,MA010120220807927259,127.728921043425,34.741614159762
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,삼시세끼,소매,식료품 소매,반찬/식료품 소매업,전라남도 여수시 서교4길 6-4,33.9,MA010120220811868336,127.728494165246,34.7414995323831
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,상화상회,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 서교4길 9-9,44.6,MA010120220807915141,127.729018841324,34.7415594906399
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,샤넬라인,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220808208699,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서광식품,소매,식료품 소매,반찬/식료품 소매업,전라남도 여수시 서교4길 2-2,50.8,MA010120220807918544,127.72828598844,34.7414196517585
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서교동죽집,음식,한식,백반/한정식,전라남도 여수시 서교6길 5-3,75.9,MA0106202602A1500987,127.728447955725,34.7424552885776
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서교미용실,수리·개인,이용·미용,미용실,전라남도 여수시 좌수영로 13-1,90.4,MA010120220807911241,127.727643652555,34.7416398261582
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서교반점,음식,중식,중국집,전라남도 여수시 진남로 16,141.4,MA0101202309A0059728,127.729705818533,34.7426911354724
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서교수선,수리·개인,기타 가정용품 수리,의류/이불 수선업,전라남도 여수시 좌수영로 16-6,0.0,MA0101202212A0012239,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서부수퍼,소매,종합 소매,슈퍼마켓,전라남도 여수시 좌수영로 14,55.4,MA010120220807932196,127.728144513398,34.7414745814315
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서시장건강원,소매,식료품 소매,건강보조식품 소매업,전라남도 여수시 서교6길 3-1,62.1,MA010120220803003154,127.72841401099,34.7423202822048
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서시장얼음수산,소매,음료 소매,얼음 소매업,전라남도 여수시 좌수영로 16-6,0.0,MA010120220813534144,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서시장찻집,음식,비알코올 ,카페,전라남도 여수시 좌수영로 16-6,0.0,MA010120220805959170,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서영이네,소매,섬유·의복·신발 소매,여성 의류 소매업,전라남도 여수시 서교4길 10-3,46.1,MA010120220807916118,127.728941615131,34.7414698132679
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서울탱고,음식,주점,요리 주점,전라남도 여수시 충무3길 14-1,119.7,MA010120220807917087,127.729803042903,34.741329445044
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서정,음식,한식,횟집,전라남도 여수시 좌수영로 16-6,0.0,MA010120220811232245,127.728616808846,34.7417872454761
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서정김밥,음식,기타 간이,김밥/만두/분식,전라남도 여수시 좌수영로 16-9,38.0,MA010120220807932127,127.728233448899,34.741654328912
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서정대추건강원,소매,식료품 소매,건강보조식품 소매업,전라남도 여수시 충무3길 16-2,94.5,MA010120220807909817,127.729409160193,34.7412416650282
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서정만물상회,소매,섬유·의복·신발 소매,가방 소매업,전라남도 여수시 서교2길 9-1,59.9,MA010120220814272864,127.728841679975,34.7412811181727
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서정문구사,소매,오락용품 소매,문구/회화용품 소매업,전라남도 여수시 좌수영로 19,90.2,MA010120220807931919,127.727735511676,34.7421530730891
(주)서시장,상설장,매일,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,전남,서정백화,소매,섬유·의복·신발 소매,기타 의류 소매업,전라남도 여수시 좌수영로 18-7,35.5,MA0106202509A1696600,127.728290734456,34.741960461034
